ID;Descrizione;PK;x;y;z
Falda;Falda;2123998;1658768;8176779.68;29.72
Falda;Falda;2124008;1658758.25;8176781.89;29.71
Falda;Falda;2124018;1658748.46;8176783.91;29.7
Falda;Falda;2124028;1658738.62;8176785.71;29.7
Falda;Falda;2124038;1658728.74;8176787.27;29.69
Falda;Falda;2124048;1658718.83;8176788.57;29.68
Falda;Falda;2124058;1658708.89;8176789.63;29.68
Falda;Falda;2124068;1658698.92;8176790.45;29.67
Falda;Falda;2124078;1658688.94;8176791.01;29.66
Falda;Falda;2124088;1658678.94;8176791.33;29.66
Falda;Falda;2124098;1658668.94;8176791.4;29.65
Falda;Falda;2124108;1658658.94;8176791.21;29.64
Falda;Falda;2124118;1658648.95;8176790.78;29.64
Falda;Falda;2124128;1658638.98;8176790.1;29.63
Falda;Falda;2124138;1658629.02;8176789.18;29.62
Falda;Falda;2124148;1658619.09;8176788;29.62
Falda;Falda;2124158;1658609.19;8176786.59;29.61
Falda;Falda;2124168;1658599.33;8176784.95;29.6
Falda;Falda;2124178;1658589.49;8176783.13;29.59
Falda;Falda;2124188;1658579.69;8176781.14;29.59
Falda;Falda;2124198;1658569.92;8176779.01;29.58
Falda;Falda;2124208;1658560.18;8176776.78;29.57
Falda;Falda;2124218;1658550.45;8176774.46;29.57
Falda;Falda;2124228;1658540.73;8176772.09;29.56
Falda;Falda;2124238;1658531.02;8176769.69;29.55
Falda;Falda;2124248;1658521.32;8176767.29;29.55
Falda;Falda;2124258;1658511.61;8176764.88;29.55
Falda;Falda;2124268;1658501.9;8176762.48;29.55
Falda;Falda;2124278;1658492.2;8176760.07;29.55
Falda;Falda;2124288;1658482.49;8176757.67;29.55
Falda;Falda;2124298;1658472.78;8176755.26;29.55
Falda;Falda;2124308;1658463.08;8176752.86;29.55
Falda;Falda;2124318;1658453.37;8176750.45;29.55
Falda;Falda;2124328;1658443.67;8176748.05;29.56
Falda;Falda;2124338;1658433.96;8176745.64;29.56
Falda;Falda;2124348;1658424.25;8176743.24;29.56
Falda;Falda;2124358;1658414.55;8176740.83;29.56
